"","L4","Vip","Lamp5","L5 NP","Sst","L5 IT","Oligo","L6 PT","L6 IT","Sncg","Pvalb","L2/3 IT","Astro","L5 PT","L6b","Endo","Peri","Meis2","Macrophage","CR","VLMC","SMC"
"1037",0,0,0,0,0,0,0,0,0,0,0.413088025308701,0,0,0,0.1554022387375,0,0,0,0,0,0.126947356320823,0
"1038",0,0,0.249989277775,0,0,0.206429567279809,0,0,0,0,0,0.293647477585785,0,0,0,0,0,0,0,0,0,0
"1039",0,0,0,0,0,0,0,0,0,0,0,0.547497324893141,0,0,0,0,0,0,0.142578309578288,0,0,0
"1040",0,0,0.249942896325,0,0,0.203092703665147,0,0.21754938954802,0,0,0,0,0,0,0,0.129387853576932,0,0,0,0,0,0
"1058",0,0,0,0,0,0,0,0,0.178423608725,0,0,0.364028162949493,0,0.126461620122164,0,0,0,0,0,0,0,0
"1059",0,0,0.204336039425,0.222764803055431,0,0.143334045730048,0,0,0,0,0.125633436540081,0,0,0,0,0,0,0,0,0,0,0
"1060",0.16773073712268,0,0,0,0,0,0,0,0.1428598748375,0,0,0.225323162076008,0,0,0,0,0,0,0,0,0,0.127587584853763
"1061",0,0.125966077282583,0,0.217794436377208,0,0.163905284817029,0,0,0,0,0,0.1693408631625,0,0,0,0,0,0,0,0,0,0
"1062",0,0,0.24699826005,0,0.126184188997786,0,0.127285194797903,0,0,0,0,0.188041370240736,0,0,0,0,0,0,0,0,0,0
"1063",0,0,0.125859556367075,0,0,0.392029980041751,0,0.1412099861625,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1064",0.1478606482875,0,0,0,0,0,0,0.203410086116765,0.224254879507425,0,0.125622587694889,0,0,0,0,0,0,0,0,0,0,0
"1065",0.143150814541514,0,0.2264291,0,0,0.212208408222339,0,0,0,0,0,0,0.126406141085399,0,0,0,0,0,0,0,0,0
"1066",0,0,0,0,0,0.213945265472681,0,0,0,0,0.293424824990763,0,0,0,0,0,0,0,0,0,0,0
"1067",0,0,0.340407271829518,0,0,0,0,0.228175101466069,0,0,0,0.143880171381105,0,0,0,0,0,0,0,0,0,0
"1068",0,0,0,0,0,0,0,0.132161954885839,0.125642084925424,0,0,0.359281127985513,0,0,0,0,0,0,0,0,0,0
"1069",0,0,0,0,0,0,0,0.125596334194244,0,0,0,0.370203088423307,0,0,0,0,0,0,0,0,0.125615244414844,0
"1070",0,0,0.2499999999875,0,0,0,0,0,0,0,0,0.3791256487834,0,0,0,0,0.132364626067075,0,0,0,0,0
"1071",0,0,0.722406230189503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1073",0,0,0.2078801692375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127235292837625,0,0,0.294906990889804
